K,u-g,g-r,u-z,u-K,Mv,CL,Typ,Teff,logg,Pop,Age,Mass,Mbol,Radius,[M/H],[a/Fe],longitude,latitude,RAJ2000,DECJ2000,Dist,x_Gal,y_Gal,z_Gal,Av,errMv,errMass,errAge,errTeff,errLogg,errMet,errAlphaFe,errBand_K,errBand_u,errBand_g,errBand_r,errBand_z
14.138,2.41,0.979,3.909,5.746,6.67,5,6.3,4647.0,4.6,4,2.3792,0.823,6.203,0.784,-0.092,-0.005,209.02092,-19.329834,83.871635,-5.373734,1.1777,-8.9718,-0.5391,-0.3748,0.244,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0073,-0.0146,0.0298,-0.0063,0.0133
16.446,2.742,1.406,5.172,7.246,9.52,5,7.05,3943.0,4.88,8,10.041,0.379,8.454,0.409,-0.625,0.27,208.954559,-19.429096,83.754295,-5.362816,1.1634,-8.96,-0.5311,-0.372,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0124,-0.005,0.0127,-0.0154,0.0279
17.9,2.843,1.468,5.572,7.664,11.2,5,7.15,3731.0,4.94,11,11.901,0.43,9.792,0.245,-0.609,0.297,209.013962,-19.400093,83.80574,-5.399664,1.1662,-8.962,-0.5335,-0.3724,0.263,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0373,-0.0167,0.0107,0.0156,0.0027
17.159,2.934,1.382,5.913,8.07,10.79,5,7.2,3572.0,4.92,6,5.9218,0.344,9.418,0.311,-0.112,0.012,209.040619,-19.498812,83.728691,-5.466717,1.1833,-8.9752,-0.5415,-0.38,0.266,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0213,-0.0039,-0.0065,0.0065,-0.0137
16.104,2.713,1.321,5.281,7.433,9.4,5,7.1,3751.0,4.66,4,2.6181,0.572,8.575,0.405,-0.129,0.055,209.079697,-19.331932,83.894966,-5.424153,1.1828,-8.9754,-0.5424,-0.3765,0.231,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0479,-0.0209,-0.0121,0.0249,0.0267
16.431,2.867,1.425,5.436,7.528,9.58,5,7.1,3779.0,4.89,4,2.5519,0.521,8.575,0.405,-0.482,-0.005,208.898804,-19.478048,83.686569,-5.338089,1.1969,-8.9879,-0.5453,-0.3841,0.263,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0057,0.0168,-0.0038,-0.0239,0.0267
14.081,2.441,0.912,3.886,5.773,6.64,5,6.4,4620.0,4.69,6,5.7897,0.742,6.28,0.772,-0.526,0.012,208.936707,-19.459003,83.719841,-5.361339,1.199,-8.9894,-0.547,-0.3844,0.248,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0113,0.0132,-0.0374,0.0081,0.0349
13.69,1.635,0.588,2.514,3.902,5.19,5,5.6,5598.0,4.44,7,8.4813,0.836,4.949,0.981,0.157,0.04,209.010757,-19.427313,83.779976,-5.409274,1.1921,-8.9832,-0.5452,-0.3815,0.264,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0097,-0.0243,0.0224,0.0172,0.0209
13.067,1.367,0.492,2.049,3.29,4.33,5,5.0,5876.0,4.21,6,6.0145,0.903,4.202,1.236,-0.132,-0.008,209.024139,-19.414251,83.797432,-5.414628,1.1866,-8.9786,-0.543,-0.3794,0.223,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0108,0.0094,-0.0019,-0.0369,-0.0129
15.266,2.178,1.13,4.037,5.987,8.26,5,6.7,4289.0,4.84,11,11.9866,0.414,7.512,0.511,-1.041,0.333,209.037842,-19.335205,83.874092,-5.390407,1.1818,-8.975,-0.5413,-0.3763,0.24,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0253,0.0032,0.0107,0.0055,-8.0E-4
19.611,3.329,1.635,7.099,9.162,13.7,5,7.45,3198.0,5.17,6,6.0743,0.034,11.241,0.17,-0.498,0.027,209.090622,-19.4403,83.802567,-5.482331,1.21,-8.9971,-0.5547,-0.3877,0.275,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0065,0.0216,0.0428,-0.0058,-0.007
19.269,3.39,1.588,6.913,9.047,13.29,5,7.4,3240.0,4.94,6,5.9474,0.142,10.885,0.196,-0.658,0.053,209.005875,-19.412378,83.79126,-5.398417,1.2189,-9.0054,-0.5574,-0.3901,0.202,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0078,0.0078,-0.0066,-0.0175,0.0335
18.867,3.01,1.438,6.646,8.723,13.01,5,7.4,3212.0,4.91,7,8.4134,0.207,10.748,0.206,0.246,-0.004,209.084641,-19.459785,83.782516,-5.486104,1.208,-8.9954,-0.5537,-0.3874,0.258,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0112,-0.0462,-0.0335,-0.0058,-0.0269
17.109,2.869,1.379,5.747,7.805,10.48,5,7.2,3537.0,4.8,5,3.9247,0.321,9.274,0.326,-0.529,0.066,208.93512,-19.461473,83.716949,-5.361124,1.2011,-8.9911,-0.5479,-0.3852,0.287,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0153,0.0164,-0.0236,0.0375,9.0E-4
16.742,2.791,1.383,5.559,7.608,10.03,5,7.15,3619.0,4.96,4,2.518,0.642,8.991,0.357,0.001,0.01,208.96225,-19.380865,83.800797,-5.347459,1.2186,-9.0057,-0.5566,-0.3894,0.237,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.036,-0.0166,-0.0046,-1.0E-4,-0.0019
16.595,2.79,1.337,5.565,7.713,10.01,5,7.15,3717.0,4.85,5,3.8794,0.435,8.991,0.357,0.271,0.059,208.966751,-19.303787,83.871742,-5.316366,1.2143,-9.0027,-0.555,-0.3864,0.222,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0057,0.0011,0.0131,0.0269,0.0201
18.065,2.906,1.509,5.787,7.84,11.36,5,7.2,3548.0,4.96,8,10.0572,0.297,9.796,0.258,-0.748,0.29,208.926529,-19.320782,83.839264,-5.290206,1.2124,-9.0014,-0.5534,-0.3861,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0037,0.0292,0.015,0.0277,-0.028
15.43,2.6,1.318,4.779,6.799,8.73,5,6.9,4061.0,4.79,8,10.0461,0.49,7.867,0.489,-0.549,0.241,208.984634,-19.318176,83.866554,-5.337925,1.2161,-9.0039,-0.5561,-0.3873,0.284,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0058,0.0248,-0.0181,-0.0263,0.0082
14.852,2.517,1.096,4.24,6.175,7.62,5,6.55,4493.0,4.51,8,9.9719,0.631,7.018,0.59,-0.02,0.164,208.909683,-19.479933,83.689514,-5.348094,1.2134,-9.0014,-0.553,-0.3896,0.253,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.006,-0.0069,0.019,-0.0105,-0.0019
18.702,2.907,1.485,5.807,7.848,12.04,5,7.2,3554.0,5.12,11,12.0184,0.092,10.353,0.204,-0.72,0.269,209.042191,-19.456894,83.766945,-5.449088,1.2109,-8.9982,-0.5543,-0.3884,0.263,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0067,0.0582,-0.0305,2.0E-4,-0.0035
19.343,3.208,1.5,6.831,8.859,13.33,5,7.45,3171.0,5.04,7,8.5297,0.087,10.955,0.19,-0.423,0.028,208.951416,-19.402721,83.776558,-5.348238,1.2245,-9.0106,-0.5591,-0.3918,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0249,-0.0267,-0.0155,0.0337,-0.0017
19.292,3.245,1.551,6.761,8.845,13.25,5,7.4,3088.0,5.02,6,6.0279,0.308,10.816,0.201,-0.435,-0.027,209.016434,-19.352869,83.849098,-5.380383,1.2273,-9.0126,-0.5617,-0.3917,0.233,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0079,0.0247,-0.0237,-0.0262,0.0492
17.747,3.156,1.377,6.422,8.633,11.64,5,7.3,3394.0,5.12,4,2.4007,0.495,9.92,0.269,0.147,0.007,209.023849,-19.411514,83.799728,-5.413137,1.2307,-9.015,-0.5632,-0.394,0.231,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0238,0.0074,0.0111,0.0368,-0.023
17.853,2.806,1.493,5.809,7.786,11.25,5,7.25,3512.0,5.06,5,4.072,0.129,9.652,0.289,-0.568,0.019,209.043655,-19.428797,83.792732,-5.437614,1.2226,-9.008,-0.5597,-0.3917,0.214,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0323,0.0207,0.0085,-0.023,0.0062
16.915,2.877,1.368,5.701,7.836,10.34,5,7.15,3542.0,4.8,6,5.8207,0.514,9.131,0.341,-0.236,0.008,208.964951,-19.480545,83.712685,-5.394836,1.2315,-9.0158,-0.5622,-0.3957,0.231,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0068,0.021,-0.0113,-0.0119,0.0035
12.347,1.434,0.483,2.164,3.422,3.58,4,5.1,5812.0,3.88,7,8.5623,1.276,3.39,1.882,-0.057,-0.02,209.074707,-19.487234,83.753662,-5.490143,1.2317,-9.0148,-0.5643,-0.3959,0.22,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0299,-0.012,0.0039,0.016,0.0047
19.469,3.084,1.54,6.476,8.524,13.13,5,7.35,3246.0,5.2,8,10.0708,0.145,10.905,0.181,-0.523,0.264,209.054245,-19.489811,83.742599,-5.474112,1.2534,-9.0329,-0.5738,-0.4032,0.273,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0175,-0.0084,0.0189,0.0414,4.0E-4
17.159,2.756,1.336,5.443,7.519,10.36,5,7.1,3664.0,5.14,8,10.0353,0.486,9.052,0.334,0.563,-0.144,208.933716,-19.430805,83.743828,-5.34606,1.2576,-9.0379,-0.5738,-0.4034,0.222,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.033,0.0447,0.0039,0.0219,0.0113
14.352,1.567,0.528,2.43,3.864,5.84,5,5.55,5479.0,4.52,8,10.2388,0.841,5.613,0.748,-0.707,0.211,209.049591,-19.306637,83.904724,-5.387374,1.2488,-9.0303,-0.5723,-0.3979,0.273,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0028,-0.0093,-0.0431,0.0088,0.0072
19.702,3.106,1.483,6.891,8.998,13.86,5,7.45,3065.0,5.11,6,6.0972,0.273,11.241,0.17,0.024,0.063,209.018784,-19.475451,83.74028,-5.437799,1.2746,-9.0508,-0.5829,-0.41,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0111,0.0261,0.022,0.0177,-0.0063
19.381,3.047,1.539,6.795,8.887,13.44,5,7.45,3263.0,5.05,5,3.9293,0.277,10.955,0.19,0.091,0.051,209.035538,-19.348724,83.860985,-5.394578,1.2605,-9.0398,-0.5772,-0.4026,0.29,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0231,-0.0035,0.0392,-0.007,0.0082
16.915,2.844,1.394,5.755,7.851,10.25,5,7.15,3665.0,4.76,7,8.5292,0.405,9.131,0.341,-0.009,0.008,208.980087,-19.406164,83.785767,-5.373912,1.2725,-9.0499,-0.5815,-0.4078,0.275,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0336,-0.0147,0.0112,-0.0088,-0.0241
14.928,2.596,1.27,4.817,6.883,8.24,5,6.9,3967.0,4.6,7,8.4843,0.62,7.436,0.59,-0.02,-0.026,209.005646,-19.456831,83.751373,-5.418328,1.2629,-9.0415,-0.5774,-0.4057,0.235,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.008,-0.0088,0.0241,0.0266,0.0181
14.273,2.463,0.862,3.831,5.591,6.5,5,6.3,4766.0,4.44,6,5.8984,0.853,6.05,0.808,-0.32,0.016,209.015167,-19.440914,83.769676,-5.419137,1.2683,-9.0458,-0.5801,-0.4071,0.234,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0158,-0.0191,-0.0072,0.0269,0.018
13.92,1.934,0.639,2.946,4.44,5.54,5,5.8,5268.0,4.35,3,1.3938,0.774,5.286,0.933,-0.389,0.048,208.922134,-19.496841,83.679733,-5.366209,1.2773,-9.0539,-0.5823,-0.4113,0.244,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0015,0.0118,-0.0025,0.0158,-4.0E-4
18.754,3.1,1.466,6.615,8.668,12.58,5,7.35,3258.0,5.08,4,2.32,0.127,10.437,0.229,-0.381,-0.01,208.931061,-19.454174,83.721756,-5.354408,1.2983,-9.0714,-0.5922,-0.4174,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0329,0.022,0.0026,-0.0045,-0.0322
17.699,3.127,1.386,6.24,8.442,11.38,5,7.25,3411.0,4.98,6,6.1008,0.442,9.783,0.279,-0.126,-0.005,208.909378,-19.459637,83.707573,-5.338655,1.2811,-9.0574,-0.5839,-0.4118,0.24,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0079,-0.0039,-0.0313,-0.0208,0.0105
17.209,2.884,1.417,5.494,7.548,10.23,5,7.1,3688.0,4.73,8,9.9397,0.351,9.052,0.334,-0.525,0.263,208.907532,-19.363554,83.792816,-5.293589,1.2846,-9.0609,-0.5858,-0.4109,0.247,0.0,0.1,0.1,50.0,0.1,0.1,0.02,6.0E-4,0.003,-0.0283,-0.0121,0.0106
17.074,2.717,1.349,5.319,7.349,10.09,5,7.1,3770.0,5.07,8,9.9199,0.541,8.753,0.371,-0.182,0.212,208.925995,-19.388716,83.778198,-5.320517,1.2929,-9.0674,-0.5899,-0.4142,0.217,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0167,-0.0089,0.0084,0.017,-0.02
16.605,2.684,1.312,5.175,7.226,9.53,5,7.05,3743.0,4.89,8,10.0715,0.335,8.454,0.409,-0.2,0.096,209.034973,-19.375601,83.836662,-5.406262,1.29,-9.064,-0.5907,-0.413,0.256,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0259,0.0042,-0.0162,-0.0042,-0.0065
19.724,3.111,1.509,7.015,9.06,13.81,5,7.45,3065.0,4.96,4,2.4192,0.085,11.462,0.156,-0.167,-0.01,209.003891,-19.330509,83.863739,-5.359704,1.3172,-9.087,-0.6027,-0.421,0.275,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0291,-0.0146,0.027,0.0165,-0.0456
19.218,3.056,1.475,6.656,8.708,13.13,5,7.4,3148.0,5.03,6,5.8757,0.197,10.748,0.206,-0.231,-0.017,209.101395,-19.347681,83.89016,-5.449531,1.3057,-9.0765,-0.5992,-0.4176,0.21,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0076,0.0073,0.0067,0.0085,-0.0033
18.474,3.013,1.493,6.39,8.515,12.17,5,7.35,3298.0,4.88,5,4.0647,0.074,10.193,0.248,-0.163,0.075,208.910217,-19.349192,83.806831,-5.289349,1.3169,-9.0876,-0.6007,-0.4213,0.232,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0025,-0.0306,0.0411,0.012,0.009
18.098,3.077,1.44,6.241,8.381,11.72,5,7.3,3398.0,4.79,5,4.0818,0.328,9.828,0.276,-0.059,-0.007,209.020309,-19.487772,83.729897,-5.444645,1.3069,-9.0773,-0.5977,-0.421,0.219,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0199,-0.0144,-0.0094,-0.0456,-0.0137
18.085,2.844,1.514,5.892,7.877,11.34,5,7.25,3488.0,5.04,7,8.5327,0.29,9.739,0.283,-0.447,-0.012,209.097717,-19.434374,83.810905,-5.485617,1.3113,-9.0805,-0.6013,-0.4213,0.249,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0415,0.0097,-0.0076,-0.0321,0.0207
14.712,2.693,1.21,4.696,6.752,7.73,5,6.7,4244.0,4.6,5,3.8809,0.642,7.079,0.647,0.041,0.048,209.023392,-19.492142,83.727303,-5.449218,1.3169,-9.0856,-0.6023,-0.4244,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0129,-0.0146,-0.0353,-0.0241,-0.0025
13.404,1.146,0.379,1.716,2.909,4.28,5,4.8,6087.0,4.1,8,9.9847,0.841,4.109,1.198,-0.508,0.205,209.071793,-19.378735,83.84967,-5.438655,1.3157,-9.0848,-0.6031,-0.4216,0.23,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0186,-0.0082,0.004,-0.0036,-0.0085
19.941,3.158,1.487,6.936,8.989,13.98,5,7.45,3215.0,5.16,6,6.1164,0.119,11.388,0.16,0.309,-0.054,209.053833,-19.45163,83.776642,-5.456496,1.3397,-9.1043,-0.6135,-0.4311,0.225,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0356,0.0261,-0.0123,-0.0214,-0.0115
19.958,3.276,1.523,7.015,9.064,13.87,5,7.45,3099.0,5.13,7,8.6028,0.177,11.241,0.17,-0.411,0.021,209.093399,-19.416567,83.824997,-5.473939,1.3341,-9.0995,-0.6118,-0.4285,0.258,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0123,-0.0237,-0.008,0.0336,-0.0291
16.957,2.823,1.37,5.58,7.707,10.14,5,7.15,3648.0,4.88,7,8.5333,0.628,8.921,0.365,0.095,0.044,209.097443,-19.317223,83.915756,-5.43244,1.3217,-9.0899,-0.6066,-0.4222,0.257,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0113,0.0191,-0.0123,-0.0228,0.0103
16.386,2.724,1.355,5.33,7.36,9.34,5,7.1,3779.0,4.73,5,4.0097,0.596,8.575,0.405,-0.41,0.03,209.081863,-19.438675,83.800217,-5.474219,1.3213,-9.0889,-0.6056,-0.4247,0.219,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0392,-0.0095,0.0199,0.0304,0.0018
15.133,2.232,1.014,3.808,5.683,7.58,5,6.5,4578.0,4.88,11,12.0698,0.428,7.078,0.558,-0.382,0.305,209.023605,-19.321396,83.880379,-5.372169,1.3228,-9.0915,-0.6056,-0.4227,0.214,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0062,-0.0135,0.0061,-0.0272,-0.002
17.814,3.062,1.403,6.202,8.362,11.39,5,7.25,3416.0,4.78,6,6.0935,0.325,9.739,0.283,-0.076,0.028,209.085144,-19.498381,83.748146,-5.503957,1.3419,-9.1055,-0.6149,-0.4329,0.216,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0117,-0.0177,-0.0084,-0.0269,-0.0393
17.859,2.878,1.418,5.9,8.02,11.17,5,7.25,3549.0,4.86,7,8.5432,0.466,9.61,0.292,-0.165,0.017,209.016861,-19.322956,83.87606,-5.367208,1.3465,-9.1112,-0.6164,-0.4305,0.27,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0317,-0.0034,-0.002,0.0264,0.0081
16.339,2.652,1.377,5.163,7.252,9.2,5,7.05,3824.0,4.55,5,3.8787,0.68,8.28,0.449,0.122,0.018,208.899841,-19.437807,83.723038,-5.320754,1.3543,-9.1181,-0.6172,-0.4357,0.231,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0074,-0.0044,0.0216,-0.0242,0.0244
14.295,2.563,0.944,4.058,5.845,6.54,5,6.3,4665.0,4.43,6,5.9993,0.659,6.203,0.784,0.053,0.048,208.941696,-19.372747,83.79924,-5.326491,1.3417,-9.1077,-0.6125,-0.4301,0.226,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.019,-0.015,0.002,0.0144,-0.0062
15.528,2.61,1.294,4.751,6.828,8.61,5,6.85,4033.0,4.77,8,10.069,0.683,7.724,0.508,-0.067,0.183,208.960938,-19.445904,83.741974,-5.375787,1.3457,-9.1102,-0.6144,-0.433,0.267,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0036,0.0014,0.0027,-0.0209,0.0304
14.821,2.173,0.673,3.323,4.876,6.47,5,6.05,5135.0,4.84,8,10.1598,0.596,6.114,0.682,-0.172,0.156,208.925278,-19.445881,83.72673,-5.345796,1.3529,-9.1166,-0.617,-0.4354,0.274,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0225,0.0314,-0.0102,0.0541,-0.0113
19.273,3.111,1.505,6.733,8.776,13.06,5,7.4,3299.0,5.02,6,6.132,0.251,10.748,0.206,-0.202,0.025,209.057053,-19.457472,83.772789,-5.461848,1.3693,-9.1286,-0.6271,-0.4411,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0254,0.0436,0.0029,-0.0136,-0.0059
18.916,3.081,1.506,6.477,8.603,12.59,5,7.35,3299.0,4.89,4,2.4837,0.358,10.376,0.233,-0.095,-0.0,209.057068,-19.37438,83.847267,-5.424296,1.3615,-9.1227,-0.6238,-0.4367,0.234,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-8.0E-4,0.0016,-5.0E-4,-0.0276,0.0326
18.432,2.972,1.506,6.122,8.15,11.72,5,7.3,3434.0,4.74,7,8.6225,0.587,9.967,0.266,-0.674,0.006,209.076843,-19.328539,83.896774,-5.420216,1.3685,-9.1286,-0.6276,-0.438,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0338,0.0052,-0.0161,0.0112,0.0346
13.151,1.342,0.47,1.96,3.286,4.1,5,5.0,5902.0,4.23,7,8.5378,1.042,4.003,1.355,-0.198,0.013,208.97702,-19.482792,83.715797,-5.405994,1.3667,-9.1272,-0.6242,-0.4408,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0095,-0.0155,0.0039,-0.005,0.0676
15.109,2.406,1.074,4.131,6.107,7.69,5,6.6,4327.0,4.54,8,9.9899,0.635,7.161,0.573,-0.525,0.22,208.930969,-19.409657,83.761589,-5.334178,1.368,-9.1292,-0.6242,-0.4396,0.253,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0012,-4.0E-4,-0.0141,0.0052,0.0317
19.675,3.228,1.511,6.93,8.975,13.51,5,7.45,3105.0,4.99,5,3.9823,0.32,11.026,0.185,-0.259,0.033,208.963318,-19.330404,83.846443,-5.325516,1.393,-9.1501,-0.6365,-0.4461,0.249,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0127,0.0409,-0.0256,-0.0189,-0.0445
19.145,3.062,1.522,6.66,8.754,12.85,5,7.4,3135.0,5.02,5,3.8957,0.362,10.561,0.22,-0.253,0.036,208.899826,-19.342438,83.808418,-5.277545,1.389,-9.1474,-0.6334,-0.4451,0.29,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.002,-0.0014,0.03,0.0067,-0.0067
18.295,3.166,1.445,6.469,8.657,11.91,5,7.3,3320.0,4.87,6,5.9809,0.326,10.072,0.258,-0.091,0.026,209.016602,-19.380009,83.82486,-5.392797,1.3936,-9.1496,-0.6377,-0.4474,0.238,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0108,0.0068,0.0032,-0.0127,0.0116
15.283,2.612,1.291,4.793,6.86,8.36,5,6.9,4103.0,4.56,5,3.9371,0.703,7.436,0.59,-0.118,0.011,209.045059,-19.370487,83.845573,-5.412431,1.3874,-9.1442,-0.6354,-0.4452,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0023,0.0035,0.0015,-0.0113,0.0253
14.72,2.134,0.731,3.196,4.736,6.22,5,5.9,5249.0,4.75,8,9.8879,0.837,5.952,0.702,-0.169,0.094,208.994003,-19.373968,83.820572,-5.371044,1.385,-9.1428,-0.6333,-0.4444,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0083,-0.0162,0.0104,-0.0163,0.0254
14.197,1.306,0.452,2.014,3.302,5.19,5,5.15,5727.0,4.38,8,10.0973,0.837,5.074,0.85,-0.215,0.247,208.974976,-19.386051,83.801613,-5.360514,1.3844,-9.1424,-0.6326,-0.4445,0.229,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0101,-0.0029,-0.0082,0.0088,-0.0042
13.641,1.199,0.354,1.704,2.856,4.37,5,4.8,6238.0,4.31,8,9.7544,0.947,4.109,1.198,-0.136,0.19,208.902847,-19.319239,83.83049,-5.269589,1.3955,-9.1529,-0.6365,-0.4467,0.192,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0063,-0.0296,-0.035,-0.02,-0.006
18.265,3.017,1.498,5.615,7.674,11.07,5,7.15,3636.0,5.08,11,11.8027,0.4,9.641,0.258,-0.819,0.266,209.042419,-19.3137,83.895325,-5.384532,1.3963,-9.152,-0.6397,-0.4468,0.23,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0212,0.0141,-0.0175,-0.0202,0.0012
19.07,3.064,1.494,6.591,8.703,12.8,5,7.4,3190.0,5.01,5,3.9863,0.165,10.561,0.22,0.009,0.008,209.058807,-19.344387,83.874863,-5.412206,1.407,-9.1605,-0.6448,-0.4511,0.214,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0458,0.0112,0.0117,-0.0076,-0.0093
17.129,2.793,1.377,5.569,7.718,10.17,5,7.15,3607.0,4.99,5,4.1567,0.608,8.991,0.357,-0.489,0.054,209.030853,-19.332083,83.873901,-5.383109,1.4089,-9.1624,-0.6452,-0.4514,0.269,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0578,-0.0313,-0.0104,0.0186,0.0029
16.051,2.642,1.313,4.981,6.975,8.62,5,7.0,3932.0,4.67,6,5.935,0.412,7.788,0.53,-0.325,0.046,208.908173,-19.39163,83.767952,-5.306842,1.4025,-9.1581,-0.6395,-0.4507,0.229,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.004,0.0092,-0.004,-0.0021,-0.0206
13.886,1.251,0.449,1.898,3.095,4.68,5,4.95,5978.0,4.42,8,10.0857,0.995,4.696,0.958,-0.269,0.167,209.071335,-19.415945,83.816124,-5.455097,1.4047,-9.1579,-0.6437,-0.4519,0.24,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0318,0.0065,0.0087,-0.0121,0.0015
17.914,3.009,1.442,5.568,7.636,10.68,5,7.1,3695.0,5.05,11,11.9682,0.246,9.335,0.288,-0.931,0.272,209.075546,-19.482435,83.758339,-5.488687,1.4052,-9.1578,-0.6438,-0.4537,0.239,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0193,0.0208,-0.0064,0.0122,-0.0099
17.392,2.889,1.399,5.433,7.469,10.06,5,7.1,3806.0,5.08,8,10.099,0.395,8.753,0.371,-0.691,0.233,209.046005,-19.322752,83.888741,-5.391639,1.4394,-9.1875,-0.6595,-0.4613,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0195,-0.0096,0.0047,0.0313,0.0011
19.531,3.259,1.544,6.918,8.997,13.17,5,7.4,3162.0,5.12,7,8.4331,0.219,10.885,0.196,-0.47,0.049,209.022888,-19.476395,83.741203,-5.441672,1.4552,-9.1997,-0.6656,-0.4702,0.296,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0142,0.0351,-0.0119,0.0027,-0.0095
17.875,2.802,1.483,5.816,7.757,10.84,5,7.25,3621.0,4.84,7,8.4646,0.364,9.652,0.289,-0.48,0.04,209.092239,-19.381586,83.855843,-5.457152,1.4553,-9.1996,-0.6675,-0.468,0.24,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0409,0.0324,-0.0011,-8.0E-4,-0.0029
16.114,2.588,1.301,4.92,6.964,8.61,5,7.0,3968.0,4.81,6,5.9849,0.619,7.591,0.565,-0.075,0.012,208.936691,-19.372524,83.797295,-5.322182,1.444,-9.1922,-0.6591,-0.464,0.259,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0051,-0.0131,0.0219,0.0037,-0.0156
