K,u-g,g-r,u-z,u-K,Mv,CL,Typ,Teff,logg,Pop,Age,Mass,Mbol,Radius,[M/H],[a/Fe],longitude,latitude,RAJ2000,DECJ2000,Dist,x_Gal,y_Gal,z_Gal,Av,errMv,errMass,errAge,errTeff,errLogg,errMet,errAlphaFe,errBand_K,errBand_u,errBand_g,errBand_r,errBand_z
17.543,2.64,1.359,4.932,6.988,9.4,5,7.0,3995.0,4.89,11,11.8372,0.61,8.405,0.398,-0.57,0.285,209.104813,-19.383495,83.859535,-5.46859,1.9121,-9.576,-0.8773,-0.6196,0.271,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0148,0.0073,-0.0044,-0.012,0.0285
18.031,2.782,1.416,5.593,7.653,10.3,5,7.15,3581.0,4.9,4,2.5377,0.24,9.131,0.341,-0.429,0.044,209.01059,-19.421696,83.78495,-5.406597,1.9363,-9.597,-0.8856,-0.6289,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.028,0.0064,0.028,0.0391,0.0347
19.888,2.898,1.525,5.932,7.977,12.33,5,7.25,3389.0,5.02,8,10.0728,0.06,10.333,0.215,-0.534,0.298,208.989014,-19.40494,83.79071,-5.380863,1.93,-9.5923,-0.8822,-0.6262,0.259,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0051,-0.0079,-0.0208,-0.0147,-0.0019
19.538,2.912,1.436,5.852,7.949,12.03,5,7.25,3534.0,5.14,8,9.8088,0.276,10.076,0.234,-0.128,0.176,209.061188,-19.465071,83.767738,-5.468765,1.9228,-9.5847,-0.8806,-0.6257,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0244,0.0258,-0.0144,-0.0233,0.0399
19.33,2.761,1.482,5.703,7.68,11.64,5,7.2,3496.0,5.09,8,10.1567,0.296,9.938,0.246,-0.427,0.252,209.06752,-19.428196,83.803497,-5.457417,1.9262,-9.5877,-0.8825,-0.6257,0.261,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0053,0.0081,-0.0058,-0.0118,-0.0115
19.421,3.041,1.498,6.334,8.397,12.17,5,7.35,3361.0,4.76,7,8.5143,0.304,10.132,0.253,-0.113,-0.014,208.935013,-19.391777,83.77935,-5.329484,1.9407,-9.6021,-0.8857,-0.6294,0.234,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0018,-0.0052,-0.0143,-0.0222,-0.0065
18.517,3.002,1.338,6.062,8.17,11.15,5,7.25,3507.0,4.95,6,5.9833,0.413,9.652,0.289,0.079,0.032,209.056564,-19.385384,83.837158,-5.428846,1.9421,-9.6014,-0.8897,-0.6296,0.227,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0147,-0.0079,-0.0191,0.0405,-0.0267
18.202,2.861,1.386,5.809,7.914,10.65,5,7.2,3525.0,4.81,5,4.0534,0.33,9.346,0.318,-0.201,0.018,208.92511,-19.32305,83.836609,-5.290039,1.9465,-9.6077,-0.8884,-0.6291,0.266,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-6.0E-4,-0.0125,0.0045,0.028,-0.0099
19.141,3.145,1.453,6.378,8.5,11.91,5,7.3,3357.0,5.01,7,8.5806,0.211,10.015,0.262,-0.287,0.008,209.079758,-19.311327,83.913467,-5.414884,1.9648,-9.6205,-0.9012,-0.6348,0.219,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0507,0.0088,-0.0117,-0.0306,0.0157
18.182,2.949,1.397,5.971,8.17,10.73,5,7.2,3432.0,4.88,4,2.4285,0.282,9.491,0.303,-0.207,-0.003,208.926651,-19.309874,83.849098,-5.285371,1.9663,-9.6241,-0.8976,-0.6352,0.307,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0111,-0.0215,0.0042,0.0155,0.013
18.851,2.783,1.428,5.616,7.7,11.2,5,7.2,3577.0,5.24,8,9.8675,0.226,9.652,0.27,-0.077,0.22,209.0354,-19.342482,83.866554,-5.39164,1.9666,-9.6224,-0.9006,-0.6364,0.202,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.014,-0.0035,0.0316,-0.0099,0.0201
17.258,2.612,1.332,4.923,6.961,9.06,5,7.0,3900.0,4.81,8,9.9718,0.459,8.158,0.448,-0.519,0.259,209.029099,-19.373566,83.835983,-5.4004,1.9845,-9.637,-0.9085,-0.6433,0.244,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0189,-0.0212,0.0012,0.0125,0.0104
14.844,1.279,0.45,1.996,3.189,4.88,5,4.95,5956.0,4.41,8,9.998,0.967,4.696,0.958,-0.032,0.135,209.064346,-19.367474,83.856552,-5.427299,1.995,-9.6451,-0.9143,-0.6466,0.284,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0154,-0.0335,0.0111,0.0141,-0.0291
16.152,2.52,1.1,4.305,6.264,7.99,5,6.65,4282.0,4.64,11,12.0045,0.614,7.368,0.528,-0.224,0.213,208.901474,-19.375427,83.779594,-5.293875,1.9822,-9.637,-0.9037,-0.6426,0.233,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0207,-0.0136,-0.0115,0.0094,0.0146
19.207,3.184,1.423,6.529,8.673,12.03,5,7.3,3292.0,4.99,7,8.3763,0.373,10.072,0.258,-0.207,0.009,208.965118,-19.434982,83.753555,-5.374361,2.008,-9.6567,-0.917,-0.6531,0.249,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0166,0.0254,-0.0136,0.0054,-0.0449
19.96,3.041,1.499,6.275,8.378,12.57,5,7.3,3367.0,5.13,8,10.0836,0.159,10.57,0.2,-0.264,0.202,208.956161,-19.373314,83.804916,-5.338916,2.0083,-9.6578,-0.9173,-0.6512,0.285,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0065,3.0E-4,-0.0078,-0.0295,-0.0043
17.473,2.68,1.32,5.016,7.032,9.27,5,7.0,3895.0,4.76,8,9.9552,0.412,8.158,0.448,-0.574,0.27,208.923737,-19.340523,83.820381,-5.296801,2.0138,-9.6632,-0.919,-0.6519,0.247,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.015,0.0189,-0.0205,-0.0138,-0.0191
15.986,2.7,1.097,4.461,6.449,7.76,5,6.6,4384.0,4.71,8,10.128,0.499,7.161,0.573,-0.126,0.141,209.002579,-19.491873,83.718643,-5.431592,2.0127,-9.6594,-0.9199,-0.6566,0.291,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0269,0.025,-0.042,-0.0053,0.0299
14.059,1.085,0.424,1.711,2.934,4.01,4,4.6,6148.0,4.34,8,9.9896,1.027,3.912,1.312,-0.723,0.306,208.934921,-19.319401,83.844124,-5.296639,2.0195,-9.6679,-0.922,-0.6531,0.29,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0219,-0.0194,0.0202,-0.0249,-0.0106
19.181,2.927,1.555,5.622,7.754,11.31,5,7.15,3652.0,5.01,11,11.9253,0.387,9.939,0.234,-1.064,0.331,208.990372,-19.409365,83.787323,-5.384012,2.0,-9.65,-0.9143,-0.6496,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.009,0.0062,-0.0047,-0.0158,0.0101
19.066,2.872,1.479,5.627,7.652,11.16,5,7.15,3626.0,5.05,11,12.1426,0.255,9.792,0.245,-0.75,0.303,208.977173,-19.440874,83.753448,-5.387169,2.0031,-9.6524,-0.9151,-0.6517,0.276,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0081,-0.0225,-0.016,-0.0165,-0.0413
16.815,2.555,1.323,4.881,6.901,8.57,5,7.0,4009.0,4.86,7,8.465,0.615,7.69,0.547,-0.365,0.034,208.967041,-19.352167,83.828552,-5.338505,2.0249,-9.6715,-0.9253,-0.656,0.23,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0076,-0.03,0.0277,-0.0012,-5.0E-4
15.229,2.214,0.882,3.553,5.289,6.35,5,6.3,4820.0,4.58,5,3.7748,0.833,5.966,0.822,-0.389,0.001,209.046158,-19.40484,83.815277,-5.428897,2.0208,-9.6663,-0.9254,-0.6564,0.272,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0235,-0.0425,4.0E-4,-0.0258,0.0167
15.59,2.03,0.768,3.22,4.901,6.52,5,6.2,5093.0,4.51,8,10.0423,0.61,6.272,0.664,-0.591,0.184,208.986771,-19.342276,83.845871,-5.350626,2.0388,-9.6828,-0.9323,-0.6603,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0355,0.0017,0.0159,-6.0E-4,0.0119
15.294,1.425,0.532,2.248,3.633,5.67,5,5.45,5645.0,4.56,11,11.8976,0.673,5.637,0.713,-0.662,0.253,209.081711,-19.475521,83.767159,-5.490744,2.0208,-9.665,-0.926,-0.6588,0.23,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0229,-0.0038,-0.0124,-0.0115,-0.0077
14.972,2.355,0.86,3.701,5.491,6.19,5,6.3,4719.0,4.62,7,8.5888,1.045,6.05,0.808,-0.236,0.006,208.951813,-19.392128,83.786232,-5.343777,2.0446,-9.6876,-0.9336,-0.6639,0.207,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0276,0.02,0.0038,0.0124,0.0146
17.511,2.654,1.401,5.01,7.016,9.18,5,7.0,3917.0,4.97,8,9.7632,0.484,8.158,0.448,-0.852,0.324,209.020828,-19.30407,83.894691,-5.361997,2.0598,-9.6999,-0.9431,-0.6659,0.299,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.009,0.0096,-0.0014,-0.0146,-0.0194
15.925,1.775,0.629,2.784,4.361,6.59,5,5.95,5294.0,4.73,11,11.9212,0.49,6.147,0.647,-0.596,0.307,208.961411,-19.458788,83.730637,-5.382018,2.0478,-9.6894,-0.935,-0.6672,0.265,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0044,0.0167,-0.0163,0.0219,0.0358
19.172,2.979,1.459,6.207,8.35,11.78,5,7.3,3322.0,5.05,6,5.9592,0.256,9.967,0.266,-0.077,0.048,209.054794,-19.382572,83.838936,-5.426092,2.0771,-9.7128,-0.9516,-0.6743,0.248,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0374,-0.0698,-0.0088,3.0E-4,1.0E-4
19.144,3.089,1.462,6.347,8.501,11.81,5,7.3,3369.0,5.02,5,4.0595,0.292,9.967,0.266,-0.209,-0.014,208.952484,-19.464945,83.72126,-5.377293,2.0691,-9.707,-0.9444,-0.6745,0.238,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0151,0.016,0.0139,-0.0025,-0.0028
15.318,2.545,0.929,4.076,5.851,6.59,5,6.3,4592.0,4.65,5,3.986,0.722,6.203,0.784,-0.135,0.001,208.921753,-19.412889,83.75473,-5.327887,2.066,-9.7056,-0.9424,-0.6717,0.276,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.04,-0.0092,7.0E-4,0.0377,-0.0134
19.093,3.23,1.426,6.468,8.707,11.81,5,7.3,3316.0,4.94,5,3.9946,0.282,10.015,0.262,-0.135,0.01,208.915543,-19.308304,83.845734,-5.275315,2.0902,-9.7267,-0.9538,-0.6761,0.264,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0209,0.0499,-0.0252,-0.0071,0.0339
19.901,2.904,1.563,5.945,8.036,12.15,5,7.25,3479.0,5.06,8,9.9175,0.425,10.207,0.224,-0.663,0.255,209.10527,-19.462622,83.788803,-5.504735,2.0851,-9.7177,-0.9563,-0.6798,0.295,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0078,0.0074,0.0163,0.004,0.0028
16.369,2.466,1.237,4.451,6.489,8.26,5,6.75,4218.0,4.87,8,9.9809,0.615,7.443,0.542,-0.558,0.278,208.932007,-19.468594,83.709244,-5.361728,2.092,-9.7262,-0.9542,-0.6822,0.266,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0065,-0.0117,0.0464,0.0078,0.0328
16.003,1.835,0.777,3.048,4.677,6.86,5,6.2,4965.0,4.57,11,12.0841,0.745,6.469,0.615,-0.633,0.274,208.928177,-19.488522,83.689789,-5.36753,2.0806,-9.7167,-0.9488,-0.6791,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0264,0.0154,0.0236,-0.0057,0.0102
18.798,2.788,1.489,5.828,7.85,11.06,5,7.25,3444.0,5.05,7,8.393,0.406,9.695,0.286,-0.28,0.049,209.057343,-19.399281,83.825027,-5.435784,2.115,-9.7438,-0.9689,-0.6875,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0262,-0.0159,-0.0037,-0.0076,-0.0015
17.552,2.702,1.349,5.232,7.358,9.53,5,7.05,3806.0,4.57,4,2.4719,0.601,8.477,0.419,-0.32,0.045,208.92514,-19.447651,83.72506,-5.346483,2.1146,-9.7452,-0.9644,-0.689,0.213,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0228,0.0018,0.0047,0.0011,0.0358
19.487,2.904,1.577,6.134,8.151,11.83,5,7.3,3300.0,4.95,7,8.6895,0.417,9.92,0.269,-0.794,0.054,209.078888,-19.487879,83.754868,-5.493951,2.1372,-9.7608,-0.9792,-0.698,0.231,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0085,0.0031,0.0514,0.0059,-0.027
19.112,2.925,1.487,6.171,8.223,11.57,5,7.3,3384.0,4.68,5,3.9853,0.272,9.874,0.273,-0.254,0.05,209.027618,-19.367439,83.84082,-5.396376,2.1262,-9.7539,-0.9733,-0.6901,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0098,-0.0376,0.0329,0.0045,-0.035
18.59,2.9,1.416,5.887,7.974,10.88,5,7.25,3440.0,4.89,7,8.4182,0.317,9.565,0.296,-0.345,-0.04,208.984436,-19.490576,83.712029,-5.415752,2.1325,-9.7585,-0.9741,-0.6965,0.25,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.032,-0.0063,-0.0023,-3.0E-4,0.0116
16.867,2.578,1.293,4.86,6.888,8.53,5,7.0,3985.0,4.61,6,6.0892,0.558,7.69,0.547,-0.335,-0.051,209.093033,-19.364931,83.871117,-5.450293,2.1214,-9.7489,-0.9731,-0.6884,0.227,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0143,-0.0388,-0.0104,-0.0037,-0.0031
16.096,2.599,1.226,4.608,6.637,7.99,5,6.75,4189.0,4.67,8,9.8672,0.466,7.443,0.542,-0.314,0.137,209.077637,-19.311728,83.912178,-5.413283,2.1307,-9.7574,-0.9773,-0.6897,0.269,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0062,0.0174,0.0177,-0.0018,0.0014
18.271,2.834,1.426,5.32,7.389,10.08,5,7.05,3747.0,4.98,11,12.1886,0.337,9.022,0.322,-0.555,0.248,208.925461,-19.383482,83.782654,-5.317699,2.1252,-9.7546,-0.9696,-0.6903,0.235,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0047,0.0177,0.0179,-0.0048,0.0232
18.529,2.785,1.457,5.667,7.606,10.58,5,7.2,3480.0,4.69,5,3.9961,0.198,9.346,0.318,-0.281,0.048,208.948471,-19.430264,83.750633,-5.358221,2.1434,-9.7688,-0.9784,-0.698,0.218,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0544,0.0059,-0.0077,-0.0252,-0.0217
16.804,2.559,1.333,4.955,6.962,8.48,5,7.0,3941.0,4.65,7,8.4777,0.552,7.788,0.53,-0.324,0.056,209.061539,-19.436008,83.793938,-5.455914,2.1593,-9.7799,-0.9891,-0.7035,0.205,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0249,-0.0051,0.0586,0.0084,-0.0122
14.572,1.766,0.63,2.731,4.192,4.95,5,5.6,5425.0,4.56,6,6.0867,0.81,5.118,0.958,-0.339,0.008,209.053497,-19.427629,83.798004,-5.445371,2.1473,-9.7703,-0.9834,-0.6992,0.279,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0185,-0.0408,-0.0019,-0.0072,-0.0039
17.564,2.596,1.32,4.939,6.901,9.14,5,6.95,4023.0,4.8,8,9.9662,0.499,8.012,0.468,-0.645,0.205,209.083099,-19.491421,83.753502,-5.499101,2.1454,-9.7675,-0.9831,-0.7009,0.263,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0108,0.0063,0.0097,-7.0E-4,-0.0437
15.602,1.668,0.611,2.61,4.014,5.98,5,5.7,5361.0,4.68,8,10.0334,0.766,5.785,0.723,-0.502,0.22,208.904953,-19.317539,83.832924,-5.270589,2.1451,-9.7721,-0.9785,-0.6946,0.213,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0458,0.0019,-0.0037,-0.0106,-0.0052
14.884,1.086,0.38,1.681,2.882,4.78,5,4.95,5994.0,4.46,11,12.1123,0.668,4.892,0.875,-0.951,0.297,209.023315,-19.330465,83.872131,-5.376031,2.1518,-9.7755,-0.9851,-0.6973,0.195,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.017,-0.021,-0.0138,-0.0035,-0.0072
19.225,2.945,1.49,6.119,8.191,11.55,5,7.3,3372.0,4.79,6,6.0192,0.303,9.828,0.276,-0.278,-0.012,208.979797,-19.303865,83.877266,-5.327379,2.168,-9.79,-0.9914,-0.7017,0.275,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0388,0.0119,0.0306,0.0151,0.0243
18.651,2.892,1.397,5.815,7.895,10.89,5,7.25,3573.0,4.84,6,5.9242,0.515,9.565,0.296,-0.318,0.018,209.060303,-19.364313,83.857651,-5.422469,2.1612,-9.7823,-0.9904,-0.7016,0.219,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0084,0.0309,-0.0258,0.0051,0.0175
18.238,2.789,1.414,5.638,7.7,10.31,5,7.15,3613.0,4.86,5,3.8633,0.528,9.131,0.341,-0.198,0.042,209.07724,-19.368969,83.86071,-5.438827,2.1755,-9.7937,-0.9974,-0.7065,0.261,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0096,-0.0237,0.0076,0.0096,-0.0062
17.7,2.679,1.4,5.346,7.426,9.67,5,7.1,3710.0,4.63,5,3.9905,0.34,8.651,0.396,0.184,0.047,209.065155,-19.445202,83.787239,-5.463116,2.1782,-9.7953,-0.9978,-0.7101,0.239,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0228,0.0038,0.0144,-0.0346,0.0086
15.662,2.256,0.747,3.365,4.984,6.31,5,6.05,5092.0,4.8,8,10.1503,0.772,6.114,0.682,0.009,0.126,209.097717,-19.356667,83.880516,-5.4505,2.1778,-9.7954,-0.9992,-0.7068,0.263,0.0,0.1,0.1,50.0,0.1,0.1,0.02,9.0E-4,0.0061,-0.0057,-0.0045,0.0377
18.311,2.961,1.423,5.555,7.585,10.1,5,7.1,3677.0,4.75,11,11.9078,0.373,9.179,0.305,-0.424,0.275,208.981628,-19.408274,83.784538,-5.376166,2.1793,-9.7981,-0.9959,-0.7092,0.292,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-3.0E-4,0.0247,-0.0303,-0.0191,-0.0416
15.222,1.036,0.412,1.685,2.92,5.09,5,4.95,5995.0,4.47,11,12.2172,0.807,4.892,0.875,-1.401,0.293,209.020203,-19.470205,83.745575,-5.436622,2.1752,-9.7933,-0.9949,-0.71,0.265,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0226,-0.0099,-0.0034,-0.0133,-0.002
19.78,3.098,1.478,6.542,8.665,12.45,5,7.35,3268.0,4.86,6,5.9062,0.296,10.376,0.233,-0.177,0.041,209.097412,-19.352055,83.884529,-5.44815,2.1893,-9.8049,-1.0045,-0.7105,0.25,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0038,0.0112,0.0019,-0.0046,0.006
15.879,1.561,0.661,2.629,4.151,6.4,5,5.95,5168.0,4.65,11,11.9004,0.721,6.147,0.647,-0.871,0.344,209.005005,-19.356251,83.841148,-5.372292,2.1884,-9.8057,-1.0011,-0.7103,0.284,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0155,0.0031,-0.0313,-0.036,-0.0327
18.877,2.945,1.432,6.094,8.258,11.31,5,7.3,3327.0,4.7,7,8.419,0.312,9.828,0.276,-0.408,-0.012,209.102921,-19.377295,83.864258,-5.464201,2.2063,-9.8186,-1.0123,-0.717,0.239,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0412,-0.0483,0.0059,0.0177,0.0108
17.682,2.762,1.401,5.49,7.571,9.66,5,7.15,3677.0,4.79,5,4.0625,0.364,8.853,0.372,-0.186,0.037,208.914581,-19.457436,83.711754,-5.342023,2.2191,-9.8316,-1.0117,-0.7242,0.223,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0163,0.0154,0.0241,-0.0101,0.0094
18.645,2.858,1.374,5.363,7.349,10.32,5,7.05,3864.0,4.79,11,11.9604,0.078,9.022,0.322,-0.699,0.288,209.088669,-19.404755,83.833549,-5.464623,2.2094,-9.821,-1.0131,-0.719,0.245,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0325,-0.004,-0.0158,0.0223,-0.0264
17.329,2.679,1.374,5.229,7.339,9.13,5,7.05,3842.0,4.96,4,2.3206,0.662,8.28,0.449,-0.082,-0.017,208.988785,-19.349268,83.840462,-5.35549,2.235,-9.8445,-1.022,-0.7255,0.265,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0131,0.0151,0.0206,-0.0136,0.0108
19.734,3.152,1.378,6.307,8.496,12.24,5,7.3,3349.0,5.05,8,10.1339,0.113,10.453,0.207,0.046,0.078,209.047272,-19.417074,83.804779,-5.435359,2.2312,-9.8396,-1.0217,-0.7268,0.221,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0066,0.0276,-0.0124,0.0023,-0.0013
18.547,2.779,1.385,5.46,7.606,10.55,5,7.1,3698.0,4.96,8,10.0296,0.332,9.052,0.334,0.2,0.08,209.079117,-19.448809,83.790001,-5.476489,2.2211,-9.8304,-1.0179,-0.7246,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0028,0.036,-0.0123,-0.0299,0.0307
15.317,1.276,0.47,1.999,3.285,5.27,5,5.15,5773.0,4.66,8,9.8867,0.927,5.074,0.85,-0.304,0.23,208.992188,-19.477259,83.727272,-5.416253,2.2242,-9.8341,-1.0163,-0.7266,0.229,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0018,-0.011,0.0178,0.0184,0.0076
14.968,1.224,0.42,1.876,3.148,4.8,5,4.95,6040.0,4.39,8,9.8652,0.938,4.696,0.958,-0.557,0.222,208.96669,-19.433037,83.755959,-5.374802,2.2294,-9.8394,-1.0182,-0.7267,0.284,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0118,0.0037,-0.0031,0.0096,0.0129
16.419,2.256,0.974,3.83,5.709,7.71,5,6.5,4515.0,4.81,11,11.9407,0.412,7.078,0.558,-0.901,0.318,209.027054,-19.486559,83.733887,-5.449771,2.2254,-9.8344,-1.018,-0.7274,0.25,0.0,0.1,0.1,50.0,0.1,0.1,0.02,6.0E-4,0.0618,-0.0074,0.0022,0.0048
16.247,2.023,0.819,3.274,4.996,7.14,5,6.3,4899.0,4.7,11,12.1157,0.594,6.626,0.601,-0.508,0.248,208.947281,-19.350513,83.821556,-5.321125,2.2261,-9.838,-1.0166,-0.7226,0.217,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.004,-1.0E-4,-0.0175,-0.0336,0.011
15.502,2.646,0.99,4.211,6.11,6.85,5,6.4,4542.0,4.56,7,8.7634,0.851,6.435,0.747,0.182,0.006,208.994705,-19.474714,83.730606,-5.417215,2.2567,-9.861,-1.0313,-0.7374,0.199,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0112,0.0011,-0.0269,0.0062,0.0054
17.504,2.681,1.249,4.996,7.047,9.08,5,6.95,3985.0,4.69,8,9.9543,0.697,8.012,0.468,-0.164,0.166,209.104706,-19.413343,83.832733,-5.481997,2.2448,-9.8498,-1.0298,-0.7311,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0139,0.0211,-0.0269,0.0073,-0.0269
19.807,3.136,1.465,6.518,8.587,12.36,5,7.35,3265.0,4.71,6,6.195,0.305,10.314,0.238,-0.21,0.038,208.93364,-19.403175,83.768524,-5.333496,2.2604,-9.8659,-1.0315,-0.7359,0.233,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0381,0.0071,-0.0386,-0.0435,-0.0117
14.916,1.557,0.471,2.374,3.721,4.96,5,5.4,5611.0,4.41,7,8.4702,1.012,4.761,1.048,-0.287,0.075,209.001053,-19.435156,83.768799,-5.404665,2.2686,-9.8711,-1.0372,-0.7399,0.279,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0108,0.0205,-0.0364,0.0449,-0.0056
16.221,2.536,0.96,4.026,5.798,7.29,5,6.4,4669.0,4.66,8,10.0805,0.706,6.728,0.618,-0.133,0.215,208.895584,-19.445116,83.714653,-5.320481,2.269,-9.8732,-1.0339,-0.7404,0.254,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0554,-0.0248,-0.0182,-0.0153,4.0E-4
15.728,1.697,0.589,2.637,4.103,6.03,5,5.7,5397.0,4.64,8,9.8124,0.668,5.785,0.723,-0.49,0.26,209.015213,-19.437296,83.772926,-5.417536,2.269,-9.8712,-1.0378,-0.7401,0.229,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0031,0.0181,-0.0025,0.0181,0.0092
19.652,2.802,1.433,5.641,7.711,11.67,5,7.2,3656.0,5.09,11,12.3816,0.071,10.082,0.223,-0.274,0.186,208.922516,-19.458546,83.714188,-5.349197,2.2616,-9.8665,-1.0313,-0.7384,0.22,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0305,0.0133,0.006,-0.0072,-0.0025
18.955,2.85,1.413,5.806,7.858,10.99,5,7.2,3553.0,4.81,5,3.8745,0.292,9.418,0.311,-0.134,0.041,209.039078,-19.469437,83.754379,-5.452139,2.2817,-9.8808,-1.0442,-0.7455,0.275,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0309,0.0076,0.0058,0.0288,0.0035
18.193,2.644,1.325,5.122,7.078,9.77,5,7.05,3882.0,5.08,11,11.9446,0.315,8.713,0.358,-0.431,0.225,209.070496,-19.307112,83.913277,-5.405181,2.2823,-9.8826,-1.0466,-0.7396,0.22,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0391,-0.0154,0.0278,0.039,-0.0397
19.633,3.154,1.47,6.483,8.62,12.07,5,7.3,3288.0,4.79,7,8.7727,0.107,10.072,0.258,-0.264,0.071,209.093109,-19.411934,83.829018,-5.471603,2.3012,-9.8966,-1.0553,-0.7498,0.287,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0094,0.0348,-0.0027,4.0E-4,-0.0029
17.743,2.836,1.375,5.47,7.553,9.51,5,7.1,3736.0,4.79,6,6.0383,0.748,8.651,0.396,-0.297,0.009,208.904892,-19.420698,83.740524,-5.317247,2.3103,-9.9074,-1.0532,-0.7532,0.284,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.008,0.0021,-0.02,0.0101,0.0057
19.097,2.935,1.43,6.003,8.07,11.2,5,7.25,3518.0,4.96,7,8.3713,0.262,9.739,0.283,-0.274,0.002,208.92897,-19.352303,83.812103,-5.306536,2.3317,-9.9254,-1.0642,-0.7577,0.29,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0306,-0.0026,-0.027,0.0213,0.0258
