K,u-g,g-r,u-z,u-K,Mv,CL,Typ,Teff,logg,Pop,Age,Mass,Mbol,Radius,[M/H],[a/Fe],longitude,latitude,RAJ2000,DECJ2000,Dist,x_Gal,y_Gal,z_Gal,Av,errMv,errMass,errAge,errTeff,errLogg,errMet,errAlphaFe,errBand_K,errBand_u,errBand_g,errBand_r,errBand_z
16.76,3.024,1.395,6.044,8.242,11.2,5,7.25,3515.0,4.72,4,2.4862,0.447,9.652,0.289,0.107,0.059,209.053406,-19.421953,83.803062,-5.442725,0.8708,-8.7179,-0.3988,-0.2745,0.215,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0041,-0.0153,-0.0095,-0.0265,0.0246
12.95,1.62,0.623,2.478,3.876,5.14,5,5.6,5506.0,4.46,6,5.9815,0.9,4.949,0.981,-0.218,-0.057,208.9841,-19.321421,83.863388,-5.338945,0.8715,-8.7194,-0.3985,-0.2734,0.255,0.0,0.1,0.1,50.0,0.1,0.1,0.02,8.0E-4,0.0144,0.016,-0.0359,0.0236
17.491,2.743,1.428,5.69,7.72,11.58,5,7.2,3543.0,4.96,8,9.9054,0.225,9.938,0.246,-0.339,0.159,208.918274,-19.477005,83.695824,-5.353993,0.8788,-8.7252,-0.4006,-0.278,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0048,-0.0245,0.0168,0.0404,0.0028
16.823,3.08,1.37,6.107,8.283,11.22,5,7.25,3512.0,4.94,5,3.8415,0.356,9.652,0.289,0.136,-0.021,209.03566,-19.437975,83.781097,-5.435042,0.8854,-8.73,-0.4052,-0.2796,0.227,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0073,0.0121,-0.0336,-0.022,0.0015
14.058,2.575,1.272,4.603,6.549,7.8,5,6.7,4149.0,4.56,6,6.0542,0.679,7.079,0.647,-0.207,0.063,209.069824,-19.380302,83.847404,-5.437708,0.8972,-8.7397,-0.4112,-0.2827,0.247,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0324,0.0445,0.0165,-0.0503,-0.0231
15.664,2.564,1.317,4.857,6.798,9.09,5,6.95,4014.0,4.95,8,10.0633,0.481,8.012,0.468,-0.606,0.273,209.048141,-19.375916,83.842018,-5.417484,0.8951,-8.7382,-0.41,-0.282,0.232,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0284,0.0133,0.0157,0.0128,-0.0216
14.429,2.559,1.312,4.854,6.924,8.58,5,6.9,4005.0,4.78,8,9.8654,0.684,7.867,0.489,0.046,0.034,208.93428,-19.370941,83.797707,-5.319444,0.8807,-8.7272,-0.402,-0.2771,0.232,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0206,-0.0249,0.0443,0.0114,-0.0104
17.759,3.127,1.438,6.559,8.702,12.42,5,7.35,3227.0,5.06,7,8.4625,0.033,10.376,0.233,0.052,0.006,209.082169,-19.479876,83.763443,-5.493103,0.9144,-8.7534,-0.419,-0.2899,0.217,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0083,0.0187,-0.02,-0.0292,-0.0068
17.34,3.135,1.458,6.451,8.606,11.85,5,7.35,3308.0,4.84,7,8.4511,0.41,10.132,0.253,-0.247,-0.024,208.904083,-19.345537,83.807487,-5.282535,0.9195,-8.7595,-0.4194,-0.2896,0.218,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.002,0.0319,0.0101,-0.0073,0.0101
17.494,3.18,1.379,6.528,8.721,12.03,5,7.35,3314.0,4.99,5,4.1929,0.328,10.132,0.253,-0.025,0.006,208.98938,-19.378647,83.8144,-5.369277,0.9383,-8.7742,-0.429,-0.2963,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0123,0.0111,-0.006,0.0424,-0.0082
14.389,2.233,1.068,3.878,5.793,7.69,5,6.55,4469.0,4.83,8,10.113,0.628,7.018,0.59,-0.507,0.264,209.070679,-19.361456,83.864639,-5.429901,0.9393,-8.7745,-0.4306,-0.2964,0.201,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0288,0.0033,0.0147,-0.0407,5.0E-4
13.299,1.384,0.479,2.112,3.37,5.16,5,5.15,5894.0,4.5,8,9.9085,0.889,5.074,0.85,-0.145,0.175,208.987091,-19.332741,83.85453,-5.346575,0.9224,-8.7614,-0.4218,-0.2904,0.228,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0042,0.0139,-0.0038,-8.0E-4,-0.0139
16.628,2.868,1.409,5.755,7.818,10.49,5,7.2,3521.0,4.8,5,4.1288,0.523,9.274,0.326,-0.317,-0.017,208.923584,-19.412758,83.75563,-5.329367,0.973,-8.8032,-0.4438,-0.3084,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.021,0.0428,0.0083,0.0176,0.0055
16.937,2.832,1.311,5.565,7.698,10.8,5,7.15,3612.0,4.99,8,9.985,0.297,9.355,0.3,0.088,0.148,209.080505,-19.427753,83.809456,-5.468145,0.9694,-8.799,-0.4443,-0.3074,0.251,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0019,-0.003,-0.0324,0.0277,0.0159
17.784,3.02,1.496,6.31,8.432,12.01,5,7.3,3406.0,4.84,4,2.6009,0.351,10.015,0.262,-0.344,0.051,209.065079,-19.373634,83.851334,-5.430706,0.9802,-8.8083,-0.4492,-0.3102,0.271,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0186,-0.0413,0.0199,-0.0017,0.0146
16.201,2.816,1.359,5.6,7.764,10.04,5,7.15,3698.0,4.76,3,1.5189,0.603,8.921,0.365,-0.012,0.028,209.055954,-19.496788,83.737083,-5.478702,0.9957,-8.8205,-0.4559,-0.3173,0.26,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.026,0.0337,0.0107,0.013,0.0096
12.286,1.324,0.473,2.058,3.252,3.91,5,5.0,5935.0,4.26,6,5.9261,1.028,3.903,1.418,-0.121,0.02,209.065231,-19.367861,83.856583,-5.428222,0.9856,-8.8127,-0.4517,-0.3118,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0221,0.0029,0.0182,0.0016,-0.0347
16.889,2.811,1.408,5.503,7.537,10.57,5,7.15,3693.0,5.02,8,9.9262,0.393,9.355,0.3,-0.346,0.218,209.08371,-19.455101,83.786339,-5.483205,0.994,-8.8191,-0.4556,-0.3161,0.201,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0168,0.0148,-0.0104,-0.0183,0.0107
16.19,2.776,1.424,5.225,7.26,9.6,5,7.05,3808.0,4.69,8,10.1132,0.461,8.454,0.409,-0.767,0.334,208.939545,-19.375181,83.79615,-5.325787,0.9804,-8.8094,-0.4475,-0.3102,0.259,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0049,-0.0079,0.006,-0.0123,-0.0051
13.958,1.906,0.692,3.015,4.577,6.3,5,6.05,5149.0,4.63,8,9.9068,0.805,6.114,0.682,-0.411,0.234,209.045181,-19.366024,83.849617,-5.410517,0.9811,-8.8092,-0.4494,-0.3103,0.244,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0164,0.0042,0.0021,0.012,0.0016
17.455,3.066,1.443,6.231,8.388,11.67,5,7.3,3408.0,4.86,4,2.3837,0.161,9.874,0.273,-0.008,-0.015,209.038727,-19.394426,83.821419,-5.417936,1.0002,-8.8249,-0.458,-0.3171,0.196,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0133,0.0053,0.0143,-0.0218,0.0159
17.887,2.883,1.523,5.608,7.788,11.59,5,7.2,3607.0,5.12,11,11.9306,0.238,10.082,0.223,-0.866,0.311,209.068359,-19.465694,83.770248,-5.475078,1.0117,-8.8337,-0.4634,-0.3221,0.225,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0449,-0.0364,0.0029,-0.0038,0.0491
14.272,2.385,1.123,4.245,6.216,7.59,5,6.5,4264.0,4.52,6,6.0101,0.602,6.94,0.668,-0.396,0.006,208.911957,-19.405277,83.757378,-5.316204,1.0328,-8.8527,-0.4709,-0.3281,0.248,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0142,0.0066,-0.0114,0.0205,0.0171
13.285,1.484,0.483,2.221,3.5,4.93,5,5.4,5737.0,4.59,5,4.0327,1.045,4.786,0.989,0.006,0.022,209.042953,-19.414206,83.805519,-5.43043,1.0394,-8.857,-0.4759,-0.3305,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,9.0E-4,0.0426,-0.036,-0.0165,-0.0196
13.025,1.401,0.503,2.154,3.439,4.59,5,5.1,5950.0,4.3,4,2.6713,1.134,4.501,1.077,-0.009,-0.017,208.953201,-19.477346,83.710495,-5.383513,1.024,-8.8448,-0.4674,-0.3264,0.319,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0075,0.022,0.0092,-0.0032,-3.0E-4
15.396,2.482,1.284,4.674,6.602,9.01,5,6.9,3966.0,4.88,11,12.0321,0.336,8.101,0.437,-0.754,0.257,208.900085,-19.3759,83.77858,-5.292918,1.0256,-8.847,-0.4676,-0.3253,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0072,-0.019,0.0026,0.0053,-0.0443
17.756,3.178,1.429,6.555,8.742,11.98,5,7.3,3399.0,4.81,7,8.4863,0.259,10.072,0.258,0.017,0.009,209.021683,-19.381403,83.82579,-5.397704,1.054,-8.8694,-0.4823,-0.3348,0.29,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0028,0.0087,0.0131,0.0308,-0.0148
17.59,2.975,1.49,6.162,8.255,11.59,5,7.3,3444.0,4.89,7,8.5259,0.315,9.828,0.276,0.051,0.046,209.03392,-19.303379,83.900925,-5.372712,1.0469,-8.8639,-0.4795,-0.3311,0.234,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0102,0.0239,0.0279,-0.0133,-0.0128
17.182,2.924,1.365,5.884,8.058,11.12,5,7.25,3471.0,4.92,5,3.9624,0.324,9.565,0.296,-0.161,0.014,208.934402,-19.388357,83.782135,-5.32742,1.0519,-8.8684,-0.4801,-0.3342,0.216,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0188,-0.0213,-0.0054,0.0192,0.0229
13.556,1.801,0.678,2.849,4.419,5.69,5,5.8,5303.0,4.48,7,8.278,0.899,5.372,0.92,-0.53,-0.02,209.09845,-19.464474,83.78421,-5.499838,1.0426,-8.8589,-0.478,-0.3324,0.287,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0209,0.0287,-0.0108,-0.0175,0.0107
17.929,3.187,1.38,6.433,8.559,12.03,5,7.3,3339.0,5.01,7,8.3668,0.336,10.072,0.258,-0.204,-0.001,209.007614,-19.479126,83.732193,-5.430065,1.078,-8.8888,-0.4928,-0.3445,0.233,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0197,0.0284,-0.0468,0.0218,0.0019
16.468,2.819,1.378,5.537,7.647,10.11,5,7.15,3627.0,4.93,7,8.4946,0.469,8.921,0.365,-0.186,0.032,209.011993,-19.301661,83.893059,-5.353468,1.0647,-8.8787,-0.4873,-0.3369,0.213,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0338,0.0161,-0.0205,-0.0284,-0.0079
14.127,2.68,1.15,4.518,6.499,7.36,5,6.5,4376.0,4.7,5,4.0819,0.577,6.793,0.692,-0.116,-0.034,208.972046,-19.392511,83.794563,-5.360967,1.0743,-8.8866,-0.4909,-0.3417,0.233,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0108,0.0134,-0.0038,-0.0103,0.0036
13.895,2.249,0.902,3.662,5.449,6.49,5,6.3,4764.0,4.72,5,4.0965,0.873,6.05,0.808,-0.335,0.011,209.06517,-19.364361,83.859673,-5.426583,1.0775,-8.8885,-0.4939,-0.3423,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0195,-0.0111,0.0428,0.0147,0.0062
13.515,1.844,0.666,2.828,4.331,5.48,5,5.8,5347.0,4.5,5,4.0848,0.961,5.202,0.946,-0.193,0.075,209.052032,-19.313488,83.899643,-5.39253,1.0605,-8.8749,-0.486,-0.3358,0.275,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0112,0.0184,0.0052,-0.0194,0.017
17.107,2.806,1.483,5.544,7.549,10.49,5,7.15,3694.0,4.98,8,10.109,0.228,9.203,0.318,-0.58,0.238,209.098953,-19.471025,83.778557,-5.503213,1.0743,-8.885,-0.4926,-0.3431,0.299,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0438,-0.0305,0.0069,-0.0232,-0.0022
17.673,2.9,1.535,6.091,8.162,11.51,5,7.3,3443.0,4.86,6,6.012,0.185,9.92,0.269,-0.446,0.013,209.028976,-19.355892,83.851776,-5.392302,1.0851,-8.8951,-0.4968,-0.3446,0.271,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0252,0.0093,0.0187,-0.001,0.0272
17.348,3.073,1.442,6.278,8.415,11.24,5,7.25,3431.0,4.96,5,4.0564,0.331,9.739,0.283,0.043,0.022,209.083023,-19.337494,83.891418,-5.429461,1.1133,-8.9181,-0.5106,-0.3537,0.307,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0239,0.0081,0.0054,-0.0086,-0.0318
16.617,2.891,1.364,5.839,7.924,10.27,5,7.2,3512.0,4.83,5,4.1148,0.607,9.202,0.333,-0.149,0.017,208.973801,-19.375488,83.810547,-5.354746,1.1167,-8.9216,-0.5103,-0.3555,0.272,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.021,-5.0E-4,-0.0025,0.0111,-0.0492
16.545,2.815,1.39,5.637,7.733,10.07,5,7.15,3752.0,4.72,4,2.5101,0.47,8.991,0.357,-0.372,0.035,208.937408,-19.355963,83.812462,-5.315295,1.1004,-8.9086,-0.5023,-0.3497,0.295,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0015,-6.0E-4,0.0084,0.0296,-0.0036
16.167,2.684,1.389,5.365,7.473,9.61,5,7.1,3788.0,4.9,5,3.9052,0.662,8.651,0.396,0.192,-0.013,209.032257,-19.421005,83.794838,-5.424508,1.1004,-8.9073,-0.5036,-0.3509,0.271,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0231,0.0043,0.0218,-0.0058,0.0259
16.163,2.649,1.349,5.245,7.333,9.56,5,7.05,3739.0,4.61,7,8.4017,0.507,8.477,0.419,-0.123,0.008,209.011368,-19.320704,83.875732,-5.361567,1.1085,-8.9148,-0.5073,-0.3517,0.213,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0301,-0.0253,0.019,0.0118,-0.0114
12.285,1.242,0.404,1.82,2.933,3.44,5,4.7,6213.0,4.15,5,4.1555,1.163,3.443,1.599,-0.24,0.025,209.003525,-19.322014,83.871201,-5.355561,1.1041,-8.9113,-0.5052,-0.3503,0.24,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0343,0.03,0.0264,-0.0046,-0.0106
17.341,3.041,1.368,6.134,8.262,11.22,5,7.25,3346.0,4.9,6,6.1302,0.555,9.695,0.286,0.07,0.012,209.020554,-19.300282,83.897972,-5.360054,1.1328,-8.9349,-0.5187,-0.3594,0.211,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0149,-0.0239,-0.0198,-0.0071,-0.0354
16.427,2.811,1.417,5.471,7.556,9.81,5,7.1,3715.0,4.93,4,2.5446,0.756,8.718,0.388,-0.272,-0.005,209.041962,-19.449028,83.77388,-5.445336,1.1334,-8.9344,-0.5188,-0.3624,0.236,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0182,0.023,-9.0E-4,-0.0255,-0.0031
13.858,2.571,0.978,4.142,6.027,6.61,5,6.4,4514.0,4.52,5,4.0344,0.759,6.357,0.759,-0.205,-0.027,209.067215,-19.314177,83.905518,-5.405616,1.1251,-8.9281,-0.5159,-0.3571,0.273,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0104,0.0166,-0.0093,0.0228,0.0163
16.617,2.805,1.371,5.611,7.741,10.12,5,7.15,3593.0,4.91,4,2.5934,0.504,9.131,0.341,-0.058,0.012,208.938934,-19.339943,83.827431,-5.309318,1.1564,-8.9549,-0.528,-0.368,0.254,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0115,-0.0449,-0.0171,0.0091,0.0177
17.765,2.869,1.516,5.541,7.617,11.1,5,7.15,3617.0,4.9,8,10.103,0.268,9.505,0.285,-1.215,0.318,208.952866,-19.368481,83.807869,-5.333958,1.1401,-8.9411,-0.5207,-0.3631,0.195,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0308,-0.0108,-0.013,-8.0E-4,-0.0083
13.364,1.164,0.343,1.722,2.835,4.46,5,4.8,6259.0,4.29,11,12.0828,0.898,4.305,1.08,-0.385,0.181,208.946976,-19.303432,83.863579,-5.299559,1.1485,-8.9485,-0.5246,-0.3647,0.226,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0322,0.0094,-0.0026,0.0162,-0.0229
17.532,2.935,1.426,6.028,8.189,11.28,5,7.25,3489.0,4.92,6,5.9178,0.379,9.652,0.289,-0.155,0.005,209.019852,-19.470152,83.745499,-5.436299,1.1736,-8.9676,-0.5368,-0.3762,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0148,-0.0294,0.0267,0.005,-0.0042
13.681,2.17,0.82,3.438,5.065,5.83,5,6.1,4956.0,4.54,5,3.9538,0.897,5.718,0.863,-0.573,0.018,209.074234,-19.429396,83.805298,-5.463613,1.1638,-8.9592,-0.5333,-0.3721,0.279,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0059,0.0218,-1.0E-4,-0.0392,-0.0348
17.971,2.918,1.487,5.732,7.818,11.32,5,7.2,3534.0,5.01,8,9.9842,0.202,9.796,0.258,-0.652,0.292,208.922058,-19.346642,83.814209,-5.298158,1.1778,-8.9727,-0.5375,-0.3752,0.261,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0034,0.0254,-0.015,0.0163,0.0198
13.956,2.12,0.766,3.344,4.991,6.03,5,6.1,4938.0,4.5,5,4.0472,1.03,5.718,0.863,-0.536,0.016,209.082947,-19.386528,83.847427,-5.451569,1.1952,-8.9853,-0.548,-0.3817,0.239,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0071,0.0027,0.0305,0.0345,0.012
12.894,1.293,0.411,1.846,3.055,3.95,5,4.7,6208.0,4.29,4,2.368,1.359,3.741,1.394,0.231,0.056,209.040039,-19.399429,83.81749,-5.421302,1.1845,-8.9768,-0.5423,-0.3784,0.29,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.021,-0.0021,-0.0169,-0.0299,0.0136
17.811,2.826,1.441,5.58,7.561,11.05,5,7.15,3617.0,5.13,8,9.9052,0.433,9.505,0.285,-0.65,0.294,209.017517,-19.442272,83.769455,-5.421727,1.1962,-8.9864,-0.5472,-0.3832,0.223,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0098,0.0302,-0.0162,-0.007,-0.0135
17.992,3.09,1.437,6.278,8.412,11.77,5,7.3,3362.0,5.03,5,3.9717,0.434,9.967,0.266,-0.207,0.007,208.988098,-19.325861,83.861145,-5.344312,1.213,-9.0013,-0.5547,-0.3864,0.221,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0035,0.0204,-0.0133,-0.0017,0.0211
17.751,3.002,1.411,6.099,8.308,11.48,5,7.25,3533.0,5.01,5,4.0164,0.145,9.783,0.279,-0.047,0.006,208.992188,-19.342768,83.847755,-5.355411,1.2383,-9.022,-0.5663,-0.3952,0.212,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0224,-0.0229,0.0115,0.0066,0.0366
17.751,2.86,1.487,5.993,8.041,11.22,5,7.25,3527.0,4.81,7,8.4874,0.208,9.695,0.286,-0.337,0.036,209.016556,-19.437492,83.773338,-5.418762,1.2572,-9.0368,-0.5751,-0.4034,0.272,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0186,-0.0119,0.016,-0.0045,-0.0356
17.687,2.85,1.462,5.94,8.034,11.18,5,7.25,3460.0,5.18,6,6.1161,0.376,9.652,0.289,-0.313,0.063,209.094894,-19.395479,83.844536,-5.465662,1.2432,-9.0246,-0.5702,-0.3978,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0272,0.0105,0.0388,0.0303,-0.0017
16.811,2.815,1.364,5.597,7.7,10.13,5,7.15,3671.0,4.79,4,2.5499,0.554,8.921,0.365,-0.149,0.01,209.085144,-19.407473,83.82962,-5.462886,1.242,-9.0237,-0.5694,-0.3977,0.253,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0028,0.0178,-0.0055,-0.006,-0.015
16.7,2.716,1.318,5.101,7.142,9.54,5,7.0,3972.0,4.89,11,12.0039,0.369,8.559,0.377,-0.717,0.157,208.896393,-19.374203,83.778526,-5.289047,1.254,-9.0357,-0.5717,-0.401,0.269,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0161,0.0342,0.001,0.0381,-0.0019
17.911,3.131,1.428,6.357,8.56,11.69,5,7.3,3371.0,4.97,7,8.3313,0.283,9.92,0.269,-0.007,-0.025,209.005875,-19.412378,83.79126,-5.398417,1.2789,-9.0549,-0.5849,-0.4101,0.202,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0068,0.007,0.0247,-0.01,0.0089
16.805,2.819,1.378,5.632,7.675,10.01,5,7.15,3608.0,4.93,6,5.8775,0.561,8.991,0.357,-0.268,-0.035,209.084641,-19.459785,83.782516,-5.486104,1.268,-9.0448,-0.5812,-0.4074,0.258,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0014,0.0131,0.0029,0.033,-0.0342
14.209,1.282,0.467,2.027,3.35,5.46,5,5.25,5708.0,4.71,8,10.0184,0.837,5.258,0.811,-0.599,0.284,208.999741,-19.32464,83.86721,-5.353554,1.2775,-9.0544,-0.5845,-0.4078,0.215,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0021,0.0211,-0.0013,0.0133,0.0028
17.699,2.92,1.384,5.966,8.036,11.21,5,7.25,3448.0,5.01,5,4.0628,0.442,9.695,0.286,-0.293,-0.011,208.903992,-19.393076,83.76487,-5.303981,1.2962,-9.0704,-0.591,-0.4154,0.142,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0021,-0.0014,0.0161,0.0192,-0.0207
15.027,2.562,1.249,4.705,6.707,8.19,5,6.9,3990.0,4.58,5,3.9813,0.596,7.363,0.602,-0.014,0.005,208.909393,-19.306173,83.845001,-5.269178,1.2911,-9.0667,-0.5891,-0.4119,0.204,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0505,-0.0173,0.0236,0.027,0.0232
15.591,2.608,1.341,4.842,6.89,8.84,5,6.9,3993.0,4.71,8,10.063,0.446,7.867,0.489,-0.332,0.175,208.928452,-19.317368,83.84317,-5.290281,1.2903,-9.0657,-0.589,-0.4118,0.265,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-4.0E-4,0.0061,0.0039,-0.0408,0.0047
13.551,1.325,0.503,2.021,3.275,4.59,5,5.0,5825.0,4.33,5,4.0317,1.101,4.401,1.128,-0.036,0.036,208.959732,-19.373346,83.80645,-5.341941,1.3034,-9.0759,-0.5954,-0.4174,0.24,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0061,-0.0264,0.0189,-0.0173,0.0108
14.089,1.262,0.501,1.962,3.268,5.18,5,5.15,5789.0,4.41,8,10.0218,0.924,5.074,0.85,-0.501,0.218,209.024261,-19.440815,83.773666,-5.426744,1.3199,-9.0883,-0.6039,-0.4243,0.234,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-1.0E-4,-0.0082,0.008,-0.0266,0.0218
17.294,2.82,1.414,5.651,7.716,10.42,5,7.2,3624.0,4.91,6,6.0001,0.498,9.202,0.333,-0.225,-0.003,208.920685,-19.427145,83.741531,-5.333444,1.3573,-9.1204,-0.619,-0.4365,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0329,-0.0037,-0.0233,-0.0105,-0.0168
16.876,2.812,1.458,5.545,7.605,9.84,5,7.15,3718.0,4.83,6,6.0151,0.518,8.853,0.372,-0.407,-0.002,209.011276,-19.412607,83.793365,-5.40306,1.3493,-9.1129,-0.6172,-0.4335,0.265,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0097,0.0124,0.025,-0.0024,-0.0013
16.535,2.634,1.348,4.987,7.009,9.17,5,7.0,3826.0,4.92,8,9.922,0.433,8.158,0.448,-0.329,0.231,209.061432,-19.460022,83.772377,-5.466689,1.3518,-9.1141,-0.6191,-0.4353,0.259,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0111,0.0012,0.0122,-0.0063,0.0068
17.957,3.117,1.448,6.436,8.6,11.53,5,7.3,3355.0,4.93,6,5.9352,0.353,10.015,0.262,-0.232,0.024,208.952057,-19.419847,83.761505,-5.356529,1.3675,-9.1285,-0.6243,-0.4397,0.276,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0228,-0.0015,0.0266,0.0318,0.0104
12.866,1.296,0.403,1.899,3.097,3.67,5,4.8,6032.0,4.25,5,4.1358,1.159,3.62,1.543,-0.153,0.011,209.016953,-19.355621,83.846855,-5.382065,1.3685,-9.1291,-0.6263,-0.4386,0.244,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0163,0.0123,0.0013,0.0139,0.0102
17.892,2.816,1.426,5.567,7.614,10.89,5,7.15,3604.0,5.0,8,10.0736,0.287,9.355,0.3,-0.444,0.207,209.00737,-19.455921,83.752899,-5.419363,1.3603,-9.1218,-0.622,-0.4381,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0034,0.0069,-0.0041,-0.0074,-0.0088
16.959,2.749,1.341,5.301,7.332,9.78,5,7.05,3820.0,4.98,8,9.9237,0.176,8.604,0.391,-0.073,0.203,208.931061,-19.454174,83.721756,-5.354408,1.3783,-9.1374,-0.6287,-0.444,0.242,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0019,-0.0043,-0.0131,0.0077,-0.0318
17.245,2.802,1.413,5.272,7.327,9.97,5,7.05,3871.0,4.96,11,12.0302,0.481,8.866,0.341,-0.846,0.304,208.982819,-19.406563,83.786613,-5.376391,1.3685,-9.1291,-0.6254,-0.4397,0.235,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0199,0.0201,0.027,0.0183,0.0025
17.763,2.996,1.416,6.076,8.18,11.1,5,7.25,3396.0,4.94,6,5.8707,0.488,9.695,0.286,-0.197,0.008,208.901794,-19.39604,83.761261,-5.303475,1.3802,-9.1397,-0.6292,-0.4433,0.253,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.004,0.0199,-0.0157,-0.001,-0.0098
17.877,2.821,1.474,5.762,7.849,11.04,5,7.25,3514.0,4.81,6,5.9955,0.346,9.61,0.292,-0.282,0.003,209.023712,-19.412983,83.798363,-5.413687,1.3837,-9.1411,-0.6332,-0.4449,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0321,0.0146,-0.0177,-0.0218,0.0415
16.249,2.682,1.252,5.054,7.144,8.93,5,7.0,3916.0,4.54,4,2.506,0.549,7.788,0.53,0.127,0.008,209.072952,-19.322098,83.900894,-5.414027,1.3878,-9.1446,-0.6364,-0.4442,0.283,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0093,0.0013,-0.027,0.0187,-0.0071
